-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.023
-183.800, 80.200, 0.000,  0.056
-183.800, 80.200, 0.000,  0.089
-183.800, 80.200, -0.011,  0.122
-183.800, 80.199, 0.037,  0.155
-183.800, 80.197, 0.035,  0.188
-183.799, 80.195, 0.051,  0.221
-183.797, 80.191, 0.126,  0.254
-183.794, 80.185, 0.208,  0.287
-183.789, 80.175, 0.301,  0.320
-183.782, 80.160, 0.484,  0.353
-183.772, 80.141, 0.559,  0.386
-183.759, 80.122, 0.610,  0.419
-183.742, 80.098, 0.736,  0.452
-183.722, 80.070, 0.873,  0.485
-183.699, 80.040, 0.976,  0.518
-183.673, 80.007, 1.070,  0.551
-183.645, 79.973, 1.138,  0.584
-183.615, 79.938, 1.194,  0.617
-183.584, 79.901, 1.241,  0.650
-183.550, 79.865, 1.281,  0.683
-183.515, 79.828, 1.323,  0.716
-183.478, 79.790, 1.372,  0.749
-183.441, 79.751, 1.420,  0.782
-183.403, 79.711, 1.462,  0.815
-183.364, 79.671, 1.496,  0.848
-183.325, 79.631, 1.525,  0.881
-183.286, 79.590, 1.548,  0.914
-183.246, 79.549, 1.566,  0.947
-183.206, 79.508, 1.580,  0.980
-183.166, 79.468, 1.590,  1.013
-183.125, 79.427, 1.598,  1.046
-183.085, 79.387, 1.604,  1.079
-183.044, 79.347, 1.609,  1.112
-183.003, 79.307, 1.612,  1.145
-182.963, 79.267, 1.615,  1.178
-182.922, 79.228, 1.617,  1.211
-182.881, 79.188, 1.619,  1.244
-182.840, 79.149, 1.621,  1.277
-182.799, 79.110, 1.623,  1.310
-182.758, 79.072, 1.626,  1.343
-182.717, 79.033, 1.628,  1.376
-182.676, 78.995, 1.631,  1.409
-182.634, 78.956, 1.634,  1.442
-182.593, 78.918, 1.637,  1.475
-182.552, 78.880, 1.640,  1.508
-182.511, 78.842, 1.644,  1.541
-182.469, 78.804, 1.648,  1.574
-182.428, 78.765, 1.651,  1.607
-182.387, 78.727, 1.655,  1.640
-182.346, 78.689, 1.659,  1.673
-182.304, 78.650, 1.663,  1.706
-182.263, 78.612, 1.667,  1.739
-182.222, 78.573, 1.671,  1.772
-182.182, 78.534, 1.675,  1.805
-182.141, 78.495, 1.679,  1.838
-182.101, 78.456, 1.682,  1.871
-182.061, 78.416, 1.686,  1.904
-182.021, 78.376, 1.690,  1.937
-181.981, 78.335, 1.694,  1.970
-181.942, 78.294, 1.697,  2.003
-181.903, 78.253, 1.700,  2.036
-181.865, 78.211, 1.704,  2.069
-181.827, 78.169, 1.707,  2.102
-181.790, 78.125, 1.709,  2.135
-181.754, 78.082, 1.711,  2.168
-181.718, 78.037, 1.713,  2.201
-181.684, 77.992, 1.714,  2.234
-181.650, 77.946, 1.712,  2.267
-181.617, 77.900, 1.706,  2.300
-181.585, 77.852, 1.702,  2.333
-181.554, 77.805, 1.700,  2.366
-181.524, 77.756, 1.700,  2.399
-181.496, 77.707, 1.702,  2.432
-181.468, 77.657, 1.704,  2.465
-181.441, 77.605, 1.706,  2.498
-181.416, 77.554, 1.710,  2.531
-181.391, 77.501, 1.713,  2.564
-181.368, 77.447, 1.718,  2.597
-181.346, 77.393, 1.722,  2.630
-181.325, 77.337, 1.727,  2.663
-181.306, 77.281, 1.733,  2.696
-181.287, 77.224, 1.739,  2.729
-181.270, 77.166, 1.746,  2.762
-181.254, 77.108, 1.753,  2.795
-181.239, 77.049, 1.761,  2.828
-181.225, 76.989, 1.769,  2.861
-181.212, 76.929, 1.778,  2.894
-181.200, 76.868, 1.787,  2.927
-181.188, 76.806, 1.797,  2.960
-181.178, 76.744, 1.806,  2.993
-181.169, 76.681, 1.816,  3.026
-181.161, 76.618, 1.825,  3.059
-181.153, 76.555, 1.832,  3.092
-181.147, 76.491, 1.840,  3.125
-181.141, 76.427, 1.849,  3.158
-181.136, 76.363, 1.858,  3.191
-181.131, 76.298, 1.867,  3.224
-181.128, 76.233, 1.877,  3.257
-181.125, 76.168, 1.886,  3.290
-181.122, 76.102, 1.896,  3.323
-181.120, 76.036, 1.905,  3.356
-181.119, 75.970, 1.914,  3.389
-181.118, 75.904, 1.922,  3.422
-181.118, 75.837, 1.931,  3.455
-181.118, 75.770, 1.939,  3.488
-181.119, 75.704, 1.947,  3.521
-181.120, 75.637, 1.954,  3.554
-181.122, 75.569, 1.962,  3.587
-181.124, 75.502, 1.969,  3.620
-181.126, 75.435, 1.976,  3.653
-181.129, 75.367, 1.984,  3.686
-181.132, 75.299, 1.991,  3.719
-181.135, 75.231, 1.997,  3.752
-181.138, 75.163, 2.004,  3.785
-181.142, 75.095, 2.011,  3.818
-181.146, 75.027, 2.018,  3.851
-181.151, 74.958, 2.025,  3.884
-181.155, 74.890, 2.032,  3.917
-181.160, 74.821, 2.038,  3.950
-181.165, 74.752, 2.045,  3.983
-181.170, 74.683, 2.052,  4.016
-181.175, 74.614, 2.058,  4.049
-181.180, 74.545, 2.065,  4.082
-181.185, 74.475, 2.071,  4.115
-181.191, 74.406, 2.078,  4.148
-181.196, 74.336, 2.085,  4.181
-181.202, 74.266, 2.091,  4.214
-181.207, 74.196, 2.098,  4.247
-181.213, 74.125, 2.104,  4.280
-181.218, 74.055, 2.111,  4.313
-181.224, 73.984, 2.117,  4.346
-181.229, 73.913, 2.124,  4.379
-181.235, 73.842, 2.130,  4.412
-181.240, 73.771, 2.137,  4.445
-181.246, 73.699, 2.144,  4.478
-181.251, 73.628, 2.150,  4.511
-181.257, 73.556, 2.157,  4.544
-181.262, 73.484, 2.164,  4.577
-181.267, 73.412, 2.171,  4.610
-181.272, 73.339, 2.178,  4.643
-181.277, 73.266, 2.185,  4.676
-181.282, 73.193, 2.191,  4.709
-181.287, 73.120, 2.197,  4.742
-181.291, 73.047, 2.203,  4.775
-181.296, 72.973, 2.210,  4.808
-181.300, 72.900, 2.217,  4.841
-181.304, 72.826, 2.224,  4.874
-181.308, 72.752, 2.231,  4.907
-181.312, 72.677, 2.238,  4.940
-181.316, 72.602, 2.246,  4.973
-181.320, 72.527, 2.253,  5.006
-181.324, 72.452, 2.260,  5.039
-181.327, 72.377, 2.268,  5.072
-181.330, 72.301, 2.275,  5.105
-181.333, 72.225, 2.283,  5.138
-181.337, 72.149, 2.290,  5.171
-181.339, 72.072, 2.297,  5.204
-181.342, 71.996, 2.305,  5.237
-181.345, 71.919, 2.312,  5.270
-181.347, 71.841, 2.320,  5.303
-181.350, 71.764, 2.327,  5.336
-181.352, 71.686, 2.335,  5.369
-181.354, 71.608, 2.343,  5.402
-181.356, 71.530, 2.351,  5.435
-181.358, 71.451, 2.358,  5.468
-181.360, 71.373, 2.366,  5.501
-181.362, 71.294, 2.373,  5.534
-181.363, 71.214, 2.381,  5.567
-181.365, 71.135, 2.389,  5.600
-181.366, 71.055, 2.397,  5.633
-181.368, 70.975, 2.405,  5.666
-181.369, 70.894, 2.412,  5.699
-181.370, 70.814, 2.420,  5.732
-181.371, 70.733, 2.428,  5.765
-181.372, 70.652, 2.437,  5.798
-181.373, 70.570, 2.445,  5.831
-181.374, 70.489, 2.453,  5.864
-181.375, 70.407, 2.461,  5.897
-181.375, 70.325, 2.469,  5.930
-181.376, 70.242, 2.477,  5.963
-181.377, 70.159, 2.485,  5.996
-181.377, 70.076, 2.493,  6.029
-181.378, 69.993, 2.501,  6.062
-181.378, 69.909, 2.510,  6.095
-181.378, 69.825, 2.518,  6.128
-181.379, 69.741, 2.526,  6.161
-181.379, 69.657, 2.535,  6.194
-181.379, 69.572, 2.543,  6.227
-181.379, 69.487, 2.551,  6.260
-181.379, 69.402, 2.559,  6.293
-181.379, 69.316, 2.568,  6.326
-181.379, 69.231, 2.576,  6.359
-181.379, 69.145, 2.585,  6.392
-181.379, 69.058, 2.593,  6.425
-181.379, 68.971, 2.602,  6.458
-181.379, 68.885, 2.610,  6.491
-181.379, 68.797, 2.619,  6.524
-181.379, 68.710, 2.627,  6.557
-181.379, 68.622, 2.636,  6.590
-181.379, 68.534, 2.645,  6.623
-181.379, 68.446, 2.654,  6.656
-181.379, 68.357, 2.662,  6.689
-181.379, 68.268, 2.671,  6.722
-181.378, 68.179, 2.680,  6.755
-181.378, 68.089, 2.689,  6.788
-181.378, 67.999, 2.697,  6.821
-181.378, 67.909, 2.706,  6.854
-181.378, 67.819, 2.715,  6.887
-181.378, 67.728, 2.724,  6.920
-181.378, 67.637, 2.733,  6.953
-181.377, 67.546, 2.742,  6.986
-181.377, 67.454, 2.751,  7.019
-181.377, 67.362, 2.760,  7.052
-181.377, 67.270, 2.769,  7.085
-181.377, 67.177, 2.779,  7.118
-181.377, 67.084, 2.788,  7.151
-181.377, 66.991, 2.797,  7.184
-181.376, 66.898, 2.806,  7.217
-181.376, 66.804, 2.815,  7.250
-181.376, 66.710, 2.825,  7.283
-181.376, 66.615, 2.834,  7.316
-181.376, 66.521, 2.843,  7.349
-181.376, 66.426, 2.853,  7.382
-181.376, 66.330, 2.862,  7.415
-181.376, 66.235, 2.872,  7.448
-181.376, 66.139, 2.881,  7.481
-181.376, 66.043, 2.891,  7.514
-181.376, 65.946, 2.900,  7.547
-181.376, 65.849, 2.910,  7.580
-181.376, 65.752, 2.920,  7.613
-181.376, 65.654, 2.929,  7.646
-181.376, 65.556, 2.939,  7.679
-181.376, 65.458, 2.949,  7.712
-181.376, 65.360, 2.958,  7.745
-181.376, 65.261, 2.968,  7.778
-181.376, 65.161, 2.978,  7.811
-181.376, 65.062, 2.988,  7.844
-181.376, 64.962, 2.998,  7.877
-181.376, 64.862, 3.008,  7.910
-181.376, 64.761, 3.018,  7.943
-181.376, 64.661, 3.028,  7.976
-181.376, 64.559, 3.038,  8.009
-181.376, 64.458, 3.048,  8.042
-181.376, 64.356, 3.058,  8.075
-181.376, 64.254, 3.068,  8.108
-181.376, 64.151, 3.078,  8.141
-181.377, 64.048, 3.089,  8.174
-181.377, 63.945, 3.099,  8.207
-181.377, 63.842, 3.109,  8.240
-181.377, 63.738, 3.119,  8.273
-181.377, 63.634, 3.130,  8.306
-181.377, 63.529, 3.140,  8.339
-181.377, 63.424, 3.150,  8.372
-181.378, 63.319, 3.161,  8.405
-181.378, 63.213, 3.171,  8.438
-181.378, 63.107, 3.182,  8.471
-181.378, 63.001, 3.192,  8.504
-181.378, 62.894, 3.203,  8.537
-181.378, 62.787, 3.214,  8.570
-181.378, 62.680, 3.224,  8.603
-181.379, 62.572, 3.235,  8.636
-181.379, 62.464, 3.246,  8.669
-181.379, 62.355, 3.257,  8.702
-181.379, 62.247, 3.267,  8.735
-181.379, 62.137, 3.278,  8.768
-181.380, 62.028, 3.289,  8.801
-181.380, 61.918, 3.300,  8.834
-181.380, 61.808, 3.311,  8.867
-181.380, 61.697, 3.322,  8.900
-181.380, 61.586, 3.333,  8.933
-181.381, 61.475, 3.344,  8.966
-181.381, 61.363, 3.355,  8.999
-181.381, 61.251, 3.367,  9.032
-181.381, 61.138, 3.378,  9.065
-181.381, 61.025, 3.389,  9.098
-181.382, 60.912, 3.400,  9.131
-181.382, 60.798, 3.412,  9.164
-181.382, 60.684, 3.423,  9.197
-181.382, 60.570, 3.434,  9.230
-181.382, 60.455, 3.446,  9.263
-181.383, 60.340, 3.457,  9.296
-181.383, 60.225, 3.469,  9.329
-181.383, 60.109, 3.480,  9.362
-181.383, 59.992, 3.492,  9.395
-181.383, 59.876, 3.503,  9.428
-181.383, 59.759, 3.515,  9.461
-181.383, 59.641, 3.527,  9.494
-181.384, 59.523, 3.538,  9.527
-181.384, 59.405, 3.550,  9.560
-181.384, 59.286, 3.562,  9.593
-181.384, 59.167, 3.574,  9.626
-181.384, 59.048, 3.586,  9.659
-181.384, 58.928, 3.598,  9.692
-181.385, 58.808, 3.610,  9.725
-181.385, 58.687, 3.622,  9.758
-181.385, 58.566, 3.634,  9.791
-181.385, 58.445, 3.646,  9.824
-181.385, 58.323, 3.658,  9.857
-181.385, 58.201, 3.670,  9.890
-181.386, 58.078, 3.682,  9.923
-181.386, 57.955, 3.695,  9.956
-181.386, 57.832, 3.707,  9.989
-181.386, 57.708, 3.719, 10.022
-181.386, 57.583, 3.732, 10.055
-181.386, 57.459, 3.744, 10.088
-181.386, 57.334, 3.757, 10.121
-181.387, 57.208, 3.769, 10.154
-181.387, 57.082, 3.782, 10.187
-181.387, 56.956, 3.794, 10.220
-181.387, 56.829, 3.807, 10.253
-181.387, 56.702, 3.820, 10.286
-181.387, 56.574, 3.832, 10.319
-181.388, 56.446, 3.845, 10.352
-181.388, 56.317, 3.858, 10.385
-181.388, 56.189, 3.871, 10.418
-181.388, 56.059, 3.883, 10.451
-181.388, 55.929, 3.896, 10.484
-181.388, 55.799, 3.909, 10.517
-181.388, 55.669, 3.922, 10.550
-181.388, 55.538, 3.935, 10.583
-181.389, 55.406, 3.948, 10.616
-181.389, 55.274, 3.961, 10.649
-181.389, 55.142, 3.974, 10.682
-181.389, 55.009, 3.987, 10.715
-181.389, 54.876, 4.000, 10.748
-181.389, 54.742, 4.013, 10.781
-181.389, 54.608, 4.026, 10.814
-181.389, 54.473, 4.040, 10.847
-181.390, 54.338, 4.053, 10.880
-181.390, 54.203, 4.066, 10.913
-181.390, 54.067, 4.079, 10.946
-181.390, 53.931, 4.093, 10.979
-181.390, 53.794, 4.106, 11.012
-181.390, 53.657, 4.119, 11.045
-181.390, 53.519, 4.133, 11.078
-181.390, 53.381, 4.146, 11.111
-181.390, 53.243, 4.160, 11.144
-181.391, 53.104, 4.174, 11.177
-181.391, 52.964, 4.187, 11.210
-181.391, 52.824, 4.201, 11.243
-181.391, 52.684, 4.215, 11.276
-181.391, 52.543, 4.229, 11.309
-181.391, 52.402, 4.242, 11.342
-181.391, 52.260, 4.256, 11.375
-181.391, 52.118, 4.270, 11.408
-181.391, 51.975, 4.284, 11.441
-181.392, 51.832, 4.298, 11.474
-181.392, 51.688, 4.312, 11.507
-181.392, 51.544, 4.327, 11.540
-181.392, 51.399, 4.341, 11.573
-181.392, 51.254, 4.355, 11.606
-181.392, 51.109, 4.369, 11.639
-181.392, 50.963, 4.384, 11.672
-181.392, 50.816, 4.398, 11.705
-181.392, 50.669, 4.413, 11.738
-181.392, 50.522, 4.427, 11.771
-181.392, 50.374, 4.442, 11.804
-181.392, 50.226, 4.456, 11.837
-181.392, 50.077, 4.471, 11.870
-181.393, 49.927, 4.486, 11.903
-181.393, 49.777, 4.500, 11.936
-181.393, 49.627, 4.515, 11.969
-181.393, 49.476, 4.530, 12.002
-181.393, 49.325, 4.545, 12.035
-181.393, 49.173, 4.560, 12.068
-181.393, 49.020, 4.575, 12.101
-181.393, 48.868, 4.590, 12.134
-181.393, 48.714, 4.605, 12.167
-181.393, 48.560, 4.620, 12.200
-181.393, 48.406, 4.635, 12.233
-181.393, 48.251, 4.651, 12.266
-181.393, 48.096, 4.666, 12.299
-181.394, 47.940, 4.682, 12.332
-181.394, 47.783, 4.697, 12.365
-181.394, 47.626, 4.712, 12.398
-181.394, 47.469, 4.728, 12.431
-181.394, 47.311, 4.744, 12.464
-181.394, 47.152, 4.759, 12.497
-181.394, 46.993, 4.775, 12.530
-181.394, 46.834, 4.791, 12.563
-181.394, 46.674, 4.806, 12.596
-181.394, 46.513, 4.822, 12.629
-181.394, 46.352, 4.838, 12.662
-181.394, 46.190, 4.854, 12.695
-181.394, 46.028, 4.870, 12.728
-181.394, 45.865, 4.886, 12.761
-181.394, 45.702, 4.903, 12.794
-181.394, 45.538, 4.919, 12.827
-181.394, 45.374, 4.935, 12.860
-181.394, 45.209, 4.951, 12.893
-181.394, 45.043, 4.968, 12.926
-181.394, 44.877, 4.984, 12.959
-181.394, 44.711, 5.001, 12.992
-181.394, 44.544, 5.017, 13.025
-181.394, 44.376, 5.034, 13.058
-181.394, 44.208, 5.050, 13.091
-181.394, 44.039, 5.067, 13.124
-181.394, 43.870, 5.083, 13.157
-181.394, 43.700, 5.099, 13.190
-181.394, 43.530, 5.109, 13.223
