x_real, y_real, speed, time
-181.790, 78.128, 1.709,  2.135
-181.754, 78.084, 1.712,  2.168
-181.718, 78.040, 1.713,  2.201
-181.683, 77.995, 1.714,  2.234
-181.650, 77.949, 1.712,  2.267
-181.617, 77.902, 1.706,  2.300
-181.585, 77.855, 1.702,  2.333
-181.554, 77.807, 1.700,  2.366
-181.524, 77.759, 1.700,  2.399
-181.495, 77.709, 1.702,  2.432
-181.468, 77.659, 1.704,  2.465
-181.441, 77.608, 1.707,  2.498
-181.416, 77.556, 1.710,  2.531
-181.391, 77.503, 1.713,  2.564
-181.368, 77.450, 1.718,  2.597
-181.346, 77.395, 1.722,  2.630
-181.325, 77.340, 1.727,  2.663
-181.306, 77.284, 1.733,  2.696
-181.287, 77.227, 1.739,  2.729
-181.270, 77.169, 1.746,  2.762
-181.253, 77.111, 1.753,  2.795
-181.238, 77.051, 1.761,  2.828
-181.224, 76.992, 1.770,  2.861
-181.211, 76.931, 1.778,  2.894
-181.199, 76.870, 1.788,  2.927
-181.188, 76.809, 1.797,  2.960
-181.178, 76.747, 1.806,  2.993
-181.169, 76.684, 1.816,  3.026
-181.161, 76.621, 1.825,  3.059
-181.153, 76.557, 1.832,  3.092
-181.147, 76.494, 1.840,  3.125
-181.141, 76.430, 1.849,  3.158
-181.136, 76.365, 1.858,  3.191
-181.131, 76.300, 1.867,  3.224
-181.128, 76.235, 1.877,  3.257
-181.125, 76.170, 1.886,  3.290
-181.122, 76.104, 1.896,  3.323
-181.120, 76.039, 1.905,  3.356
-181.119, 75.972, 1.914,  3.389
-181.118, 75.906, 1.922,  3.422
-181.118, 75.840, 1.931,  3.455
-181.118, 75.773, 1.939,  3.488
-181.119, 75.706, 1.946,  3.521
-181.120, 75.639, 1.954,  3.554
-181.122, 75.572, 1.962,  3.587
-181.124, 75.505, 1.969,  3.620
-181.126, 75.437, 1.976,  3.653
-181.129, 75.369, 1.983,  3.686
-181.132, 75.302, 1.990,  3.719
-181.135, 75.234, 1.998,  3.752
-181.138, 75.166, 2.005,  3.785
-181.142, 75.098, 2.011,  3.818
-181.146, 75.029, 2.018,  3.851
-181.151, 74.961, 2.025,  3.884
-181.155, 74.892, 2.032,  3.917
-181.160, 74.823, 2.038,  3.950
-181.165, 74.755, 2.045,  3.983
-181.170, 74.686, 2.052,  4.016
-181.175, 74.616, 2.058,  4.049
-181.180, 74.547, 2.065,  4.082
-181.185, 74.478, 2.072,  4.115
-181.191, 74.408, 2.078,  4.148
-181.196, 74.338, 2.085,  4.181
-181.202, 74.268, 2.091,  4.214
-181.207, 74.198, 2.098,  4.247
-181.213, 74.128, 2.105,  4.280
-181.218, 74.057, 2.111,  4.313
-181.224, 73.986, 2.118,  4.346
-181.230, 73.915, 2.124,  4.379
-181.235, 73.844, 2.131,  4.412
-181.241, 73.773, 2.137,  4.445
-181.246, 73.702, 2.144,  4.478
-181.251, 73.630, 2.150,  4.511
-181.257, 73.558, 2.157,  4.544
-181.262, 73.486, 2.164,  4.577
-181.267, 73.414, 2.171,  4.610
-181.272, 73.341, 2.178,  4.643
-181.277, 73.269, 2.185,  4.676
-181.282, 73.196, 2.191,  4.709
-181.287, 73.123, 2.197,  4.742
-181.291, 73.049, 2.203,  4.775
-181.296, 72.976, 2.210,  4.808
-181.300, 72.902, 2.217,  4.841
-181.304, 72.828, 2.224,  4.874
-181.308, 72.754, 2.231,  4.907
-181.312, 72.679, 2.238,  4.940
-181.316, 72.605, 2.246,  4.973
-181.320, 72.530, 2.253,  5.006
-181.324, 72.454, 2.260,  5.039
-181.327, 72.379, 2.268,  5.072
-181.330, 72.303, 2.275,  5.105
-181.333, 72.227, 2.283,  5.138
-181.337, 72.151, 2.290,  5.171
-181.339, 72.075, 2.298,  5.204
-181.342, 71.998, 2.305,  5.237
-181.345, 71.921, 2.313,  5.270
-181.347, 71.844, 2.320,  5.303
-181.350, 71.766, 2.328,  5.336
-181.352, 71.688, 2.335,  5.369
-181.354, 71.610, 2.343,  5.402
-181.356, 71.532, 2.350,  5.435
-181.358, 71.454, 2.358,  5.468
-181.360, 71.375, 2.366,  5.501
-181.362, 71.296, 2.373,  5.534
-181.363, 71.217, 2.381,  5.567
-181.365, 71.137, 2.389,  5.600
-181.366, 71.057, 2.397,  5.633
-181.368, 70.977, 2.405,  5.666
-181.369, 70.897, 2.413,  5.699
-181.370, 70.816, 2.421,  5.732
-181.371, 70.735, 2.428,  5.765
-181.372, 70.654, 2.436,  5.798
-181.373, 70.573, 2.444,  5.831
-181.374, 70.491, 2.453,  5.864
-181.375, 70.409, 2.461,  5.897
-181.375, 70.327, 2.469,  5.930
-181.376, 70.244, 2.477,  5.963
-181.377, 70.162, 2.485,  5.996
-181.377, 70.078, 2.493,  6.029
-181.378, 69.995, 2.501,  6.062
-181.378, 69.912, 2.510,  6.095
-181.378, 69.828, 2.518,  6.128
-181.379, 69.744, 2.526,  6.161
-181.379, 69.659, 2.534,  6.194
-181.379, 69.574, 2.543,  6.227
-181.379, 69.490, 2.551,  6.260
-181.379, 69.404, 2.560,  6.293
-181.379, 69.319, 2.568,  6.326
-181.379, 69.233, 2.576,  6.359
-181.379, 69.147, 2.585,  6.392
-181.379, 69.060, 2.593,  6.425
-181.379, 68.974, 2.602,  6.458
-181.379, 68.887, 2.610,  6.491
-181.379, 68.800, 2.619,  6.524
-181.379, 68.712, 2.627,  6.557
-181.379, 68.624, 2.636,  6.590
-181.379, 68.536, 2.645,  6.623
-181.379, 68.448, 2.653,  6.656
-181.379, 68.359, 2.662,  6.689
-181.379, 68.270, 2.671,  6.722
-181.378, 68.181, 2.680,  6.755
-181.378, 68.091, 2.688,  6.788
-181.378, 68.002, 2.697,  6.821
-181.378, 67.911, 2.706,  6.854
-181.378, 67.821, 2.715,  6.887
-181.378, 67.730, 2.724,  6.920
-181.378, 67.639, 2.733,  6.953
-181.377, 67.548, 2.742,  6.986
-181.377, 67.456, 2.751,  7.019
-181.377, 67.364, 2.760,  7.052
-181.377, 67.272, 2.769,  7.085
-181.377, 67.180, 2.778,  7.118
-181.377, 67.087, 2.788,  7.151
-181.377, 66.994, 2.797,  7.184
-181.376, 66.900, 2.806,  7.217
-181.376, 66.806, 2.815,  7.250
-181.376, 66.712, 2.824,  7.283
-181.376, 66.618, 2.834,  7.316
-181.376, 66.523, 2.843,  7.349
-181.376, 66.428, 2.853,  7.382
-181.376, 66.333, 2.862,  7.415
-181.376, 66.237, 2.872,  7.448
-181.376, 66.141, 2.881,  7.481
-181.376, 66.045, 2.891,  7.514
-181.376, 65.948, 2.900,  7.547
-181.376, 65.852, 2.910,  7.580
-181.376, 65.754, 2.919,  7.613
-181.376, 65.657, 2.929,  7.646
-181.376, 65.559, 2.939,  7.679
-181.376, 65.461, 2.948,  7.712
-181.376, 65.362, 2.958,  7.745
-181.376, 65.263, 2.968,  7.778
-181.376, 65.164, 2.978,  7.811
-181.376, 65.065, 2.988,  7.844
-181.376, 64.965, 2.998,  7.877
-181.376, 64.865, 3.007,  7.910
-181.376, 64.764, 3.017,  7.943
-181.376, 64.663, 3.028,  7.976
-181.376, 64.562, 3.038,  8.009
-181.376, 64.460, 3.048,  8.042
-181.376, 64.359, 3.058,  8.075
-181.376, 64.256, 3.068,  8.108
-181.376, 64.154, 3.078,  8.141
-181.376, 64.051, 3.088,  8.174
-181.377, 63.948, 3.099,  8.207
-181.377, 63.844, 3.109,  8.240
-181.377, 63.740, 3.119,  8.273
-181.377, 63.636, 3.129,  8.306
-181.377, 63.532, 3.140,  8.339
-181.377, 63.427, 3.150,  8.372
-181.378, 63.321, 3.161,  8.405
-181.378, 63.216, 3.171,  8.438
-181.378, 63.110, 3.182,  8.471
-181.378, 63.004, 3.192,  8.504
-181.378, 62.897, 3.203,  8.537
-181.378, 62.790, 3.213,  8.570
-181.378, 62.682, 3.224,  8.603
-181.379, 62.575, 3.235,  8.636
-181.379, 62.467, 3.246,  8.669
-181.379, 62.358, 3.256,  8.702
-181.379, 62.249, 3.267,  8.735
-181.379, 62.140, 3.278,  8.768
-181.380, 62.031, 3.289,  8.801
-181.380, 61.921, 3.300,  8.834
-181.380, 61.810, 3.311,  8.867
-181.380, 61.700, 3.322,  8.900
-181.380, 61.589, 3.333,  8.933
-181.381, 61.477, 3.344,  8.966
-181.381, 61.366, 3.355,  8.999
-181.381, 61.253, 3.366,  9.032
-181.381, 61.141, 3.377,  9.065
-181.381, 61.028, 3.389,  9.098
-181.382, 60.915, 3.400,  9.131
-181.382, 60.801, 3.411,  9.164
-181.382, 60.687, 3.423,  9.197
-181.382, 60.573, 3.434,  9.230
-181.382, 60.458, 3.445,  9.263
-181.383, 60.343, 3.457,  9.296
-181.383, 60.227, 3.468,  9.329
-181.383, 60.112, 3.480,  9.362
-181.383, 59.995, 3.491,  9.395
-181.383, 59.879, 3.503,  9.428
-181.383, 59.762, 3.515,  9.461
-181.383, 59.644, 3.526,  9.494
-181.384, 59.526, 3.538,  9.527
-181.384, 59.408, 3.550,  9.560
-181.384, 59.289, 3.562,  9.593
-181.384, 59.170, 3.573,  9.626
-181.384, 59.051, 3.585,  9.659
-181.384, 58.931, 3.597,  9.692
-181.385, 58.811, 3.609,  9.725
-181.385, 58.690, 3.621,  9.758
-181.385, 58.569, 3.633,  9.791
-181.385, 58.448, 3.645,  9.824
-181.385, 58.326, 3.657,  9.857
-181.385, 58.204, 3.670,  9.890
-181.386, 58.081, 3.682,  9.923
-181.386, 57.958, 3.694,  9.956
-181.386, 57.835, 3.706,  9.989
-181.386, 57.711, 3.719, 10.022
-181.386, 57.587, 3.731, 10.055
-181.386, 57.462, 3.744, 10.088
-181.386, 57.337, 3.756, 10.121
-181.387, 57.211, 3.769, 10.154
-181.387, 57.085, 3.781, 10.187
-181.387, 56.959, 3.794, 10.220
-181.387, 56.832, 3.807, 10.253
-181.387, 56.705, 3.819, 10.286
-181.387, 56.577, 3.832, 10.319
-181.388, 56.449, 3.845, 10.352
-181.388, 56.321, 3.858, 10.385
-181.388, 56.192, 3.870, 10.418
-181.388, 56.063, 3.883, 10.451
-181.388, 55.933, 3.896, 10.484
-181.388, 55.803, 3.909, 10.517
-181.388, 55.672, 3.922, 10.550
-181.388, 55.541, 3.935, 10.583
-181.389, 55.409, 3.948, 10.616
-181.389, 55.277, 3.961, 10.649
-181.389, 55.145, 3.974, 10.682
-181.389, 55.012, 3.987, 10.715
-181.389, 54.879, 4.000, 10.748
-181.389, 54.745, 4.013, 10.781
-181.389, 54.611, 4.026, 10.814
-181.389, 54.477, 4.039, 10.847
-181.390, 54.342, 4.052, 10.880
-181.390, 54.206, 4.066, 10.913
-181.390, 54.071, 4.079, 10.946
-181.390, 53.934, 4.092, 10.979
-181.390, 53.798, 4.106, 11.012
-181.390, 53.660, 4.119, 11.045
-181.390, 53.523, 4.133, 11.078
-181.390, 53.385, 4.146, 11.111
-181.390, 53.246, 4.160, 11.144
-181.391, 53.107, 4.174, 11.177
-181.391, 52.968, 4.187, 11.210
-181.391, 52.828, 4.201, 11.243
-181.391, 52.687, 4.215, 11.276
-181.391, 52.546, 4.228, 11.309
-181.391, 52.405, 4.242, 11.342
-181.391, 52.263, 4.256, 11.375
-181.391, 52.121, 4.270, 11.408
-181.391, 51.979, 4.284, 11.441
-181.392, 51.835, 4.298, 11.474
-181.392, 51.692, 4.312, 11.507
-181.392, 51.548, 4.326, 11.540
-181.392, 51.403, 4.340, 11.573
-181.392, 51.258, 4.355, 11.606
-181.392, 51.113, 4.369, 11.639
-181.392, 50.967, 4.384, 11.672
-181.392, 50.820, 4.398, 11.705
-181.392, 50.673, 4.412, 11.738
-181.392, 50.526, 4.427, 11.771
-181.392, 50.378, 4.441, 11.804
-181.392, 50.229, 4.456, 11.837
-181.392, 50.080, 4.471, 11.870
-181.393, 49.931, 4.486, 11.903
-181.393, 49.781, 4.500, 11.936
-181.393, 49.631, 4.515, 11.969
-181.393, 49.480, 4.530, 12.002
-181.393, 49.328, 4.545, 12.035
-181.393, 49.177, 4.560, 12.068
-181.393, 49.024, 4.575, 12.101
-181.393, 48.871, 4.590, 12.134
-181.393, 48.718, 4.605, 12.167
-181.393, 48.564, 4.620, 12.200
-181.393, 48.410, 4.635, 12.233
-181.393, 48.255, 4.650, 12.266
-181.393, 48.099, 4.666, 12.299
-181.394, 47.943, 4.681, 12.332
-181.394, 47.787, 4.696, 12.365
-181.394, 47.630, 4.712, 12.398
-181.394, 47.473, 4.728, 12.431
-181.394, 47.315, 4.743, 12.464
-181.394, 47.156, 4.759, 12.497
-181.394, 46.997, 4.775, 12.530
-181.394, 46.838, 4.790, 12.563
-181.394, 46.678, 4.806, 12.596
-181.394, 46.517, 4.822, 12.629
-181.394, 46.356, 4.838, 12.662
-181.394, 46.194, 4.854, 12.695
-181.394, 46.032, 4.870, 12.728
-181.394, 45.869, 4.886, 12.761
-181.394, 45.706, 4.902, 12.794
-181.394, 45.542, 4.918, 12.827
-181.394, 45.378, 4.935, 12.860
-181.394, 45.213, 4.951, 12.893
-181.394, 45.047, 4.967, 12.926
-181.394, 44.881, 4.983, 12.959
-181.394, 44.715, 5.000, 12.992
-181.394, 44.548, 5.016, 13.025
-181.394, 44.380, 5.033, 13.058
-181.394, 44.212, 5.050, 13.091
-181.394, 44.043, 5.067, 13.124
-181.394, 43.874, 5.084, 13.157
-181.394, 43.704, 5.101, 13.190
-181.394, 43.534, 5.116, 13.223
-181.394, 43.363, 5.124, 13.256
-181.394, 43.193, 5.111, 13.289
-181.394, 43.023, 5.096, 13.322
-181.394, 42.853, 5.089, 13.355
-181.394, 42.684, 5.092, 13.388
-181.394, 42.514, 5.102, 13.421
-181.394, 42.343, 5.119, 13.454
-181.394, 42.172, 5.142, 13.487
-181.394, 42.000, 5.170, 13.520
-181.394, 41.827, 5.200, 13.553
-181.394, 41.652, 5.232, 13.586
-181.394, 41.477, 5.265, 13.619
-181.394, 41.301, 5.296, 13.652
-181.394, 41.123, 5.327, 13.685
-181.394, 40.945, 5.355, 13.718
-181.394, 40.765, 5.382, 13.751
-181.394, 40.585, 5.406, 13.784
-181.394, 40.405, 5.429, 13.817
-181.394, 40.223, 5.451, 13.850
-181.394, 40.041, 5.471, 13.883
-181.394, 39.858, 5.490, 13.916
-181.394, 39.675, 5.508, 13.949
-181.394, 39.491, 5.526, 13.982
-181.394, 39.306, 5.543, 14.015
-181.394, 39.121, 5.560, 14.048
-181.394, 38.935, 5.577, 14.081
-181.394, 38.749, 5.594, 14.114
-181.394, 38.562, 5.612, 14.147
-181.393, 38.375, 5.629, 14.180
-181.393, 38.187, 5.647, 14.213
-181.393, 37.998, 5.666, 14.246
-181.393, 37.809, 5.684, 14.279
-181.393, 37.619, 5.703, 14.312
-181.393, 37.429, 5.722, 14.345
-181.393, 37.237, 5.741, 14.378
-181.393, 37.046, 5.760, 14.411
-181.393, 36.853, 5.780, 14.444
-181.393, 36.660, 5.799, 14.477
-181.393, 36.466, 5.819, 14.510
-181.393, 36.272, 5.839, 14.543
-181.393, 36.077, 5.859, 14.576
-181.392, 35.881, 5.879, 14.609
-181.392, 35.685, 5.899, 14.642
-181.392, 35.487, 5.919, 14.675
-181.392, 35.290, 5.939, 14.708
-181.392, 35.091, 5.959, 14.741
-181.392, 34.892, 5.979, 14.774
-181.392, 34.692, 5.999, 14.807
-181.392, 34.492, 6.019, 14.840
-181.391, 34.291, 6.039, 14.873
-181.391, 34.089, 6.060, 14.906
-181.391, 33.887, 6.080, 14.939
-181.391, 33.684, 6.100, 14.972
-181.391, 33.480, 6.121, 15.005
-181.391, 33.275, 6.141, 15.038
-181.391, 33.070, 6.162, 15.071
-181.390, 32.864, 6.183, 15.104
-181.390, 32.658, 6.203, 15.137
-181.390, 32.450, 6.224, 15.170
-181.390, 32.243, 6.245, 15.203
-181.390, 32.034, 6.266, 15.236
-181.390, 31.825, 6.287, 15.269
-181.390, 31.615, 6.308, 15.302
-181.389, 31.404, 6.329, 15.335
-181.389, 31.192, 6.350, 15.368
-181.389, 30.980, 6.372, 15.401
-181.389, 30.767, 6.393, 15.434
-181.389, 30.554, 6.415, 15.467
-181.388, 30.339, 6.436, 15.500
-181.388, 30.124, 6.458, 15.533
-181.388, 29.909, 6.480, 15.566
-181.388, 29.692, 6.501, 15.599
-181.388, 29.475, 6.523, 15.632
-181.387, 29.257, 6.545, 15.665
-181.387, 29.038, 6.567, 15.698
-181.387, 28.819, 6.589, 15.731
-181.387, 28.599, 6.611, 15.764
-181.386, 28.378, 6.633, 15.797
-181.386, 28.156, 6.655, 15.830
-181.386, 27.934, 6.678, 15.863
-181.386, 27.711, 6.700, 15.896
-181.385, 27.487, 6.723, 15.929
-181.385, 27.263, 6.745, 15.962
-181.385, 27.037, 6.767, 15.995
-181.385, 26.811, 6.790, 16.028
-181.384, 26.584, 6.812, 16.061
-181.384, 26.357, 6.835, 16.094
-181.384, 26.128, 6.857, 16.127
-181.384, 25.899, 6.879, 16.160
-181.383, 25.669, 6.902, 16.193
-181.383, 25.439, 6.925, 16.226
-181.383, 25.208, 6.947, 16.259
-181.383, 24.975, 6.970, 16.292
-181.382, 24.743, 6.993, 16.325
-181.382, 24.509, 7.017, 16.358
-181.382, 24.275, 7.040, 16.391
-181.381, 24.039, 7.063, 16.424
-181.381, 23.803, 7.087, 16.457
-181.381, 23.567, 7.111, 16.490
-181.380, 23.329, 7.134, 16.523
-181.380, 23.091, 7.158, 16.556
-181.380, 22.851, 7.182, 16.589
-181.379, 22.611, 7.206, 16.622
-181.379, 22.371, 7.230, 16.655
-181.379, 22.129, 7.254, 16.688
-181.378, 21.887, 7.278, 16.721
-181.378, 21.644, 7.302, 16.754
-181.378, 21.400, 7.326, 16.787
-181.377, 21.155, 7.351, 16.820
-181.377, 20.909, 7.375, 16.853
-181.376, 20.663, 7.400, 16.886
-181.376, 20.415, 7.424, 16.919
-181.376, 20.167, 7.449, 16.952
-181.375, 19.918, 7.474, 16.985
-181.375, 19.669, 7.498, 17.018
-181.375, 19.418, 7.523, 17.051
-181.374, 19.167, 7.548, 17.084
-181.374, 18.915, 7.573, 17.117
-181.373, 18.662, 7.598, 17.150
-181.373, 18.408, 7.623, 17.183
-181.372, 18.153, 7.648, 17.216
-181.372, 17.897, 7.673, 17.249
-181.372, 17.641, 7.699, 17.282
-181.371, 17.384, 7.724, 17.315
-181.371, 17.126, 7.750, 17.348
-181.370, 16.867, 7.775, 17.381
-181.370, 16.607, 7.801, 17.414
-181.369, 16.346, 7.827, 17.447
-181.369, 16.085, 7.853, 17.480
-181.368, 15.822, 7.879, 17.513
-181.368, 15.559, 7.905, 17.546
-181.367, 15.295, 7.931, 17.579
-181.367, 15.030, 7.958, 17.612
-181.366, 14.764, 7.984, 17.645
-181.366, 14.497, 8.011, 17.678
-181.365, 14.229, 8.037, 17.711
-181.365, 13.961, 8.064, 17.744
-181.364, 13.691, 8.091, 17.777
-181.364, 13.421, 8.118, 17.810
-181.363, 13.149, 8.145, 17.843
-181.363, 12.877, 8.172, 17.876
-181.362, 12.604, 8.200, 17.909
-181.362, 12.330, 8.227, 17.942
-181.361, 12.055, 8.254, 17.975
-181.360, 11.779, 8.282, 18.008
-181.360, 11.503, 8.309, 18.041
-181.359, 11.225, 8.337, 18.074
-181.359, 10.946, 8.365, 18.107
-181.358, 10.667, 8.393, 18.140
-181.357, 10.386, 8.421, 18.173
-181.357, 10.105, 8.449, 18.206
-181.356, 9.823, 8.477, 18.239
-181.356, 9.539, 8.505, 18.272
-181.355, 9.255, 8.533, 18.305
-181.354, 8.970, 8.562, 18.338
-181.354, 8.684, 8.590, 18.371
-181.353, 8.397, 8.619, 18.404
-181.352, 8.109, 8.648, 18.437
-181.352, 7.820, 8.677, 18.470
-181.351, 7.530, 8.706, 18.503
-181.350, 7.239, 8.735, 18.536
-181.350, 6.947, 8.764, 18.569
-181.349, 6.654, 8.793, 18.602
-181.348, 6.360, 8.822, 18.635
-181.348, 6.065, 8.852, 18.668
-181.347, 5.770, 8.881, 18.701
-181.346, 5.473, 8.911, 18.734
-181.346, 5.175, 8.941, 18.767
-181.345, 4.876, 8.970, 18.800
-181.344, 4.576, 9.000, 18.833
-181.343, 4.276, 9.030, 18.866
-181.343, 3.974, 9.060, 18.899
-181.342, 3.671, 9.091, 18.932
-181.341, 3.367, 9.121, 18.965
-181.340, 3.062, 9.152, 18.998
-181.339, 2.757, 9.182, 19.031
-181.339, 2.450, 9.213, 19.064
-181.338, 2.142, 9.244, 19.097
-181.337, 1.833, 9.275, 19.130
-181.336, 1.523, 9.305, 19.163
-181.335, 1.212, 9.336, 19.196
-181.335, 0.900, 9.367, 19.229
-181.334, 0.587, 9.399, 19.262
-181.333, 0.273, 9.430, 19.295
-181.332, -0.042, 9.462, 19.328
-181.331, -0.358, 9.493, 19.361
-181.330, -0.676, 9.525, 19.394
-181.329, -0.994, 9.557, 19.427
-181.328, -1.313, 9.589, 19.460
-181.327, -1.634, 9.621, 19.493
-181.327, -1.955, 9.653, 19.526
-181.326, -2.278, 9.685, 19.559
-181.325, -2.601, 9.717, 19.592
-181.324, -2.926, 9.750, 19.625
-181.323, -3.252, 9.782, 19.658
-181.322, -3.579, 9.815, 19.691
-181.321, -3.907, 9.847, 19.724
-181.320, -4.236, 9.880, 19.757
-181.319, -4.566, 9.913, 19.790
-181.318, -4.897, 9.947, 19.823
-181.317, -5.230, 9.980, 19.856
-181.316, -5.563, 10.013, 19.889
-181.315, -5.898, 10.046, 19.922
-181.314, -6.234, 10.080, 19.955
-181.313, -6.571, 10.114, 19.988
-181.312, -6.909, 10.148, 20.021
-181.311, -7.248, 10.182, 20.054
-181.310, -7.588, 10.216, 20.087
-181.309, -7.929, 10.250, 20.120
-181.308, -8.272, 10.284, 20.153
-181.306, -8.615, 10.318, 20.186
-181.305, -8.960, 10.353, 20.219
-181.304, -9.306, 10.387, 20.252
-181.303, -9.653, 10.422, 20.285
-181.302, -10.002, 10.457, 20.318
-181.301, -10.351, 10.492, 20.351
-181.300, -10.702, 10.527, 20.384
-181.298, -11.054, 10.562, 20.417
-181.297, -11.406, 10.597, 20.450
-181.296, -11.761, 10.632, 20.483
-181.295, -12.116, 10.668, 20.516
-181.294, -12.472, 10.704, 20.549
-181.292, -12.830, 10.739, 20.582
-181.291, -13.189, 10.775, 20.615
-181.290, -13.549, 10.811, 20.648
-181.289, -13.910, 10.848, 20.681
-181.287, -14.273, 10.884, 20.714
-181.286, -14.637, 10.920, 20.747
-181.285, -15.002, 10.957, 20.780
-181.284, -15.368, 10.993, 20.813
-181.282, -15.735, 11.030, 20.846
-181.281, -16.104, 11.067, 20.879
-181.280, -16.474, 11.104, 20.912
-181.278, -16.845, 11.141, 20.945
-181.277, -17.217, 11.178, 20.978
-181.276, -17.590, 11.216, 21.011
-181.274, -17.965, 11.253, 21.044
-181.273, -18.341, 11.291, 21.077
-181.271, -18.719, 11.328, 21.110
-181.270, -19.097, 11.366, 21.143
-181.269, -19.477, 11.404, 21.176
-181.267, -19.858, 11.443, 21.209
-181.266, -20.241, 11.481, 21.242
-181.264, -20.624, 11.520, 21.275
-181.263, -21.009, 11.558, 21.308
-181.261, -21.396, 11.597, 21.341
-181.260, -21.783, 11.636, 21.374
-181.258, -22.172, 11.675, 21.407
-181.257, -22.562, 11.715, 21.440
-181.255, -22.954, 11.754, 21.473
-181.254, -23.346, 11.794, 21.506
-181.252, -23.741, 11.834, 21.539
-181.251, -24.136, 11.873, 21.572
-181.249, -24.533, 11.914, 21.605
-181.247, -24.931, 11.954, 21.638
-181.246, -25.330, 11.994, 21.671
-181.244, -25.731, 12.034, 21.704
-181.243, -26.133, 12.075, 21.737
-181.241, -26.537, 12.115, 21.770
-181.239, -26.942, 12.156, 21.803
-181.238, -27.348, 12.197, 21.836
-181.236, -27.756, 12.238, 21.869
-181.234, -28.165, 12.279, 21.902
-181.232, -28.575, 12.320, 21.935
-181.231, -28.987, 12.362, 21.968
-181.229, -29.400, 12.403, 22.001
-181.227, -29.814, 12.445, 22.034
-181.225, -30.230, 12.487, 22.067
-181.224, -30.648, 12.529, 22.100
-181.222, -31.066, 12.571, 22.133
-181.220, -31.486, 12.613, 22.166
-181.218, -31.908, 12.656, 22.199
-181.216, -32.331, 12.699, 22.232
-181.214, -32.755, 12.741, 22.265
-181.213, -33.181, 12.784, 22.298
-181.211, -33.608, 12.827, 22.331
-181.209, -34.037, 12.870, 22.364
-181.207, -34.467, 12.914, 22.397
-181.205, -34.899, 12.957, 22.430
-181.203, -35.332, 13.001, 22.463
-181.201, -35.766, 13.044, 22.496
-181.199, -36.202, 13.088, 22.529
-181.197, -36.639, 13.132, 22.562
-181.195, -37.078, 13.176, 22.595
-181.193, -37.519, 13.220, 22.628
-181.191, -37.960, 13.265, 22.661
-181.189, -38.404, 13.309, 22.694
-181.187, -38.848, 13.354, 22.727
-181.185, -39.295, 13.399, 22.760
-181.183, -39.742, 13.444, 22.793
-181.180, -40.192, 13.489, 22.826
-181.178, -40.643, 13.534, 22.859
-181.176, -41.095, 13.580, 22.892
-181.174, -41.549, 13.625, 22.925
-181.172, -42.004, 13.671, 22.958
-181.169, -42.461, 13.717, 22.991
-181.167, -42.919, 13.763, 23.024
-181.165, -43.379, 13.809, 23.057
-181.163, -43.841, 13.855, 23.090
-181.160, -44.304, 13.902, 23.123
-181.158, -44.768, 13.949, 23.156
-181.156, -45.234, 13.995, 23.189
-181.153, -45.702, 14.042, 23.222
-181.151, -46.171, 14.089, 23.255
-181.149, -46.642, 14.137, 23.288
-181.146, -47.115, 14.184, 23.321
-181.144, -47.589, 14.232, 23.354
-181.141, -48.064, 14.280, 23.387
-181.139, -48.541, 14.328, 23.420
-181.137, -49.020, 14.376, 23.453
-181.134, -49.501, 14.424, 23.486
-181.132, -49.983, 14.473, 23.519
-181.129, -50.466, 14.521, 23.552
-181.127, -50.952, 14.570, 23.585
-181.124, -51.439, 14.619, 23.618
-181.121, -51.927, 14.668, 23.651
-181.119, -52.417, 14.717, 23.684
-181.116, -52.909, 14.766, 23.717
-181.114, -53.403, 14.816, 23.750
-181.111, -53.898, 14.866, 23.783
-181.108, -54.394, 14.915, 23.816
-181.105, -54.893, 14.965, 23.849
-181.103, -55.393, 15.016, 23.882
-181.100, -55.895, 15.066, 23.915
-181.097, -56.398, 15.116, 23.948
-181.094, -56.903, 15.167, 23.981
-181.092, -57.410, 15.218, 24.014
-181.089, -57.919, 15.269, 24.047
-181.086, -58.429, 15.320, 24.080
-181.083, -58.941, 15.371, 24.113
-181.080, -59.455, 15.423, 24.146
-181.077, -59.970, 15.475, 24.179
-181.074, -60.487, 15.527, 24.212
-181.072, -61.006, 15.579, 24.245
-181.069, -61.527, 15.631, 24.278
-181.066, -62.049, 15.684, 24.311
-181.063, -62.573, 15.736, 24.344
-181.059, -63.099, 15.789, 24.377
-181.056, -63.627, 15.842, 24.410
-181.053, -64.156, 15.895, 24.443
-181.050, -64.688, 15.948, 24.476
-181.047, -65.220, 16.002, 24.509
-181.044, -65.755, 16.055, 24.542
-181.041, -66.292, 16.109, 24.575
-181.037, -66.830, 16.163, 24.608
-181.034, -67.370, 16.217, 24.641
-181.031, -67.912, 16.272, 24.674
-181.028, -68.456, 16.326, 24.707
-181.024, -69.002, 16.381, 24.740
-181.021, -69.549, 16.436, 24.773
-181.018, -70.098, 16.491, 24.806
-181.014, -70.649, 16.546, 24.839
-181.011, -71.202, 16.602, 24.872
-181.008, -71.757, 16.658, 24.905
-181.004, -72.314, 16.713, 24.938
-181.001, -72.872, 16.769, 24.971
-180.997, -73.433, 16.826, 25.004
-180.994, -73.995, 16.882, 25.037
-180.990, -74.559, 16.938, 25.070
-180.986, -75.125, 16.995, 25.103
-180.983, -75.693, 17.052, 25.136
-180.979, -76.263, 17.109, 25.169
