x_real, y_real, speed, time
-180.976, -76.835, 17.166, 25.202
-180.972, -77.409, 17.224, 25.235
-180.968, -77.984, 17.282, 25.268
-180.964, -78.562, 17.340, 25.301
-180.961, -79.141, 17.398, 25.334
-180.957, -79.723, 17.456, 25.367
-180.953, -80.306, 17.514, 25.400
-180.949, -80.891, 17.573, 25.433
-180.945, -81.478, 17.632, 25.466
-180.941, -82.068, 17.691, 25.499
-180.937, -82.659, 17.750, 25.532
-180.933, -83.252, 17.810, 25.565
-180.929, -83.847, 17.870, 25.598
-180.925, -84.444, 17.930, 25.631
-180.921, -85.044, 17.990, 25.664
-180.917, -85.645, 18.050, 25.697
-180.913, -86.248, 18.110, 25.730
-180.909, -86.853, 18.171, 25.763
-180.905, -87.460, 18.230, 25.796
-180.901, -88.069, 18.280, 25.829
-180.896, -88.680, 18.315, 25.862
-180.892, -89.290, 18.329, 25.895
-180.888, -89.901, 18.322, 25.928
-180.884, -90.510, 18.298, 25.961
-180.879, -91.118, 18.259, 25.994
-180.875, -91.725, 18.209, 26.027
-180.871, -92.330, 18.153, 26.060
-180.866, -92.933, 18.094, 26.093
-180.862, -93.534, 18.033, 26.126
-180.858, -94.133, 17.972, 26.159
-180.853, -94.730, 17.914, 26.192
-180.849, -95.325, 17.860, 26.225
-180.845, -95.919, 17.810, 26.258
-180.840, -96.511, 17.765, 26.291
-180.836, -97.102, 17.724, 26.324
-180.831, -97.692, 17.688, 26.357
-180.827, -98.280, 17.656, 26.390
-180.823, -98.868, 17.627, 26.423
-180.818, -99.455, 17.601, 26.456
-180.814, -100.041, 17.577, 26.489
-180.809, -100.626, 17.553, 26.522
-180.805, -101.211, 17.531, 26.555
-180.800, -101.795, 17.508, 26.588
-180.796, -102.378, 17.484, 26.621
-180.791, -102.960, 17.460, 26.654
-180.787, -103.542, 17.435, 26.687
-180.782, -104.122, 17.409, 26.720
-180.778, -104.702, 17.382, 26.753
-180.773, -105.280, 17.355, 26.786
-180.769, -105.858, 17.326, 26.819
-180.764, -106.435, 17.297, 26.852
-180.760, -107.011, 17.268, 26.885
-180.755, -107.586, 17.238, 26.918
-180.751, -108.159, 17.208, 26.951
-180.746, -108.732, 17.178, 26.984
-180.742, -109.304, 17.148, 27.017
-180.737, -109.875, 17.118, 27.050
-180.733, -110.445, 17.089, 27.083
-180.728, -111.013, 17.059, 27.116
-180.724, -111.581, 17.030, 27.149
-180.719, -112.148, 17.001, 27.182
-180.714, -112.714, 16.972, 27.215
-180.710, -113.279, 16.944, 27.248
-180.705, -113.843, 16.915, 27.281
-180.701, -114.406, 16.887, 27.314
-180.696, -114.969, 16.859, 27.347
-180.691, -115.530, 16.831, 27.380
-180.687, -116.090, 16.803, 27.413
-180.682, -116.650, 16.775, 27.446
-180.677, -117.208, 16.747, 27.479
-180.673, -117.766, 16.719, 27.512
-180.668, -118.322, 16.692, 27.545
-180.663, -118.878, 16.664, 27.578
-180.659, -119.433, 16.636, 27.611
-180.654, -119.986, 16.608, 27.644
-180.649, -120.539, 16.581, 27.677
-180.645, -121.091, 16.553, 27.710
-180.640, -121.642, 16.525, 27.743
-180.635, -122.192, 16.498, 27.776
-180.630, -122.742, 16.470, 27.809
-180.626, -123.290, 16.442, 27.842
-180.621, -123.837, 16.415, 27.875
-180.616, -124.384, 16.387, 27.908
-180.611, -124.929, 16.360, 27.941
-180.606, -125.474, 16.333, 27.974
-180.602, -126.018, 16.305, 28.007
-180.597, -126.561, 16.278, 28.040
-180.592, -127.102, 16.251, 28.073
-180.587, -127.643, 16.224, 28.106
-180.582, -128.184, 16.197, 28.139
-180.577, -128.723, 16.170, 28.172
-180.573, -129.261, 16.143, 28.205
-180.568, -129.798, 16.116, 28.238
-180.563, -130.335, 16.089, 28.271
-180.558, -130.871, 16.062, 28.304
-180.553, -131.405, 16.035, 28.337
-180.548, -131.939, 16.008, 28.370
-180.543, -132.472, 15.982, 28.403
-180.538, -133.004, 15.955, 28.436
-180.533, -133.535, 15.928, 28.469
-180.528, -134.065, 15.901, 28.502
-180.523, -134.595, 15.875, 28.535
-180.518, -135.123, 15.848, 28.568
-180.513, -135.651, 15.822, 28.601
-180.508, -136.178, 15.796, 28.634
-180.503, -136.703, 15.769, 28.667
-180.498, -137.228, 15.743, 28.700
-180.493, -137.752, 15.717, 28.733
-180.488, -138.276, 15.690, 28.766
-180.483, -138.798, 15.664, 28.799
-180.478, -139.319, 15.638, 28.832
-180.473, -139.840, 15.612, 28.865
-180.468, -140.360, 15.586, 28.898
-180.463, -140.879, 15.560, 28.931
-180.458, -141.397, 15.534, 28.964
-180.453, -141.914, 15.508, 28.997
-180.448, -142.430, 15.482, 29.030
-180.443, -142.945, 15.456, 29.063
-180.438, -143.460, 15.431, 29.096
-180.433, -143.974, 15.405, 29.129
-180.427, -144.487, 15.379, 29.162
-180.422, -144.999, 15.353, 29.195
-180.417, -145.510, 15.328, 29.228
-180.412, -146.020, 15.302, 29.261
-180.407, -146.529, 15.277, 29.294
-180.402, -147.038, 15.251, 29.327
-180.396, -147.546, 15.226, 29.360
-180.391, -148.052, 15.200, 29.393
-180.386, -148.558, 15.175, 29.426
-180.381, -149.064, 15.150, 29.459
-180.375, -149.568, 15.124, 29.492
-180.370, -150.071, 15.099, 29.525
-180.365, -150.574, 15.074, 29.558
-180.360, -151.076, 15.049, 29.591
-180.354, -151.577, 15.024, 29.624
-180.349, -152.077, 14.999, 29.657
-180.344, -152.576, 14.974, 29.690
-180.338, -153.075, 14.949, 29.723
-180.333, -153.572, 14.924, 29.756
-180.327, -154.069, 14.899, 29.789
-180.322, -154.565, 14.874, 29.822
-180.317, -155.060, 14.849, 29.855
-180.311, -155.555, 14.825, 29.888
-180.306, -156.048, 14.800, 29.921
-180.300, -156.541, 14.775, 29.954
-180.295, -157.033, 14.751, 29.987
-180.290, -157.524, 14.726, 30.020
-180.284, -158.014, 14.701, 30.053
-180.279, -158.504, 14.677, 30.086
-180.273, -158.992, 14.652, 30.119
-180.268, -159.480, 14.628, 30.152
-180.262, -159.967, 14.604, 30.185
-180.256, -160.453, 14.579, 30.218
-180.251, -160.938, 14.555, 30.251
-180.245, -161.423, 14.531, 30.284
-180.240, -161.907, 14.507, 30.317
-180.234, -162.390, 14.482, 30.350
-180.228, -162.872, 14.458, 30.383
-180.223, -163.353, 14.434, 30.416
-180.217, -163.833, 14.410, 30.449
-180.211, -164.313, 14.386, 30.482
-180.206, -164.792, 14.362, 30.515
-180.200, -165.270, 14.338, 30.548
-180.194, -165.747, 14.314, 30.581
-180.189, -166.224, 14.290, 30.614
-180.183, -166.700, 14.267, 30.647
-180.177, -167.175, 14.243, 30.680
-180.171, -167.649, 14.219, 30.713
-180.165, -168.122, 14.195, 30.746
-180.159, -168.595, 14.172, 30.779
-180.154, -169.066, 14.148, 30.812
-180.148, -169.537, 14.125, 30.845
-180.142, -170.008, 14.101, 30.878
-180.136, -170.477, 14.078, 30.911
-180.130, -170.946, 14.054, 30.944
-180.124, -171.413, 14.031, 30.977
-180.118, -171.881, 14.007, 31.010
-180.112, -172.347, 13.984, 31.043
-180.106, -172.812, 13.961, 31.076
-180.100, -173.277, 13.937, 31.109
-180.094, -173.741, 13.914, 31.142
-180.087, -174.204, 13.891, 31.175
-180.081, -174.667, 13.868, 31.208
-180.075, -175.128, 13.845, 31.241
-180.069, -175.589, 13.822, 31.274
-180.062, -176.049, 13.799, 31.307
-180.056, -176.509, 13.776, 31.340
-180.050, -176.967, 13.753, 31.373
-180.043, -177.425, 13.730, 31.406
-180.037, -177.882, 13.707, 31.439
-180.031, -178.338, 13.684, 31.472
-180.024, -178.794, 13.661, 31.505
-180.018, -179.249, 13.639, 31.538
-180.011, -179.703, 13.616, 31.571
-180.005, -180.156, 13.593, 31.604
-179.998, -180.608, 13.571, 31.637
-179.991, -181.060, 13.548, 31.670
-179.985, -181.511, 13.526, 31.703
-179.978, -181.961, 13.503, 31.736
-179.971, -182.411, 13.481, 31.769
-179.964, -182.860, 13.458, 31.802
-179.957, -183.308, 13.436, 31.835
-179.950, -183.755, 13.413, 31.868
-179.943, -184.201, 13.391, 31.901
-179.936, -184.647, 13.369, 31.934
-179.929, -185.092, 13.346, 31.967
-179.922, -185.536, 13.324, 32.000
-179.915, -185.980, 13.302, 32.033
-179.907, -186.423, 13.280, 32.066
-179.900, -186.865, 13.258, 32.099
-179.892, -187.306, 13.236, 32.132
-179.885, -187.747, 13.214, 32.165
-179.877, -188.186, 13.192, 32.198
-179.869, -188.626, 13.170, 32.231
-179.862, -189.064, 13.148, 32.264
-179.854, -189.502, 13.126, 32.297
-179.846, -189.939, 13.104, 32.330
-179.838, -190.375, 13.082, 32.363
-179.829, -190.810, 13.060, 32.396
-179.821, -191.245, 13.039, 32.429
-179.812, -191.679, 13.017, 32.462
-179.804, -192.112, 12.995, 32.495
-179.795, -192.545, 12.974, 32.528
-179.786, -192.977, 12.952, 32.561
-179.777, -193.408, 12.930, 32.594
-179.767, -193.838, 12.909, 32.627
-179.757, -194.268, 12.887, 32.660
-179.747, -194.697, 12.866, 32.693
-179.736, -195.125, 12.844, 32.726
-179.723, -195.552, 12.823, 32.759
-179.709, -195.979, 12.801, 32.792
-179.692, -196.405, 12.779, 32.825
-179.673, -196.830, 12.758, 32.858
-179.650, -197.254, 12.744, 32.891
-179.624, -197.678, 12.742, 32.924
-179.593, -198.102, 12.748, 32.957
-179.558, -198.525, 12.764, 32.990
-179.519, -198.950, 12.788, 33.023
-179.475, -199.375, 12.816, 33.056
-179.426, -199.800, 12.852, 33.089
-179.371, -200.226, 12.891, 33.122
-179.310, -200.652, 12.936, 33.155
-179.245, -201.080, 12.987, 33.188
-179.173, -201.508, 13.039, 33.221
-179.095, -201.937, 13.097, 33.254
-179.011, -202.367, 13.155, 33.287
-178.921, -202.797, 13.219, 33.320
-178.825, -203.229, 13.283, 33.353
-178.722, -203.661, 13.352, 33.386
-178.614, -204.094, 13.424, 33.419
-178.500, -204.528, 13.493, 33.452
-178.380, -204.963, 13.562, 33.485
-178.255, -205.399, 13.626, 33.518
-178.123, -205.835, 13.690, 33.551
-177.986, -206.271, 13.749, 33.584
-177.845, -206.708, 13.807, 33.617
-177.698, -207.145, 13.860, 33.650
-177.546, -207.582, 13.911, 33.683
-177.389, -208.019, 13.958, 33.716
-177.229, -208.457, 14.005, 33.749
-177.065, -208.895, 14.050, 33.782
-176.897, -209.332, 14.093, 33.815
-176.725, -209.771, 14.135, 33.848
-176.551, -210.209, 14.176, 33.881
-176.373, -210.648, 14.218, 33.914
-176.192, -211.086, 14.260, 33.947
-176.009, -211.526, 14.302, 33.980
-175.823, -211.966, 14.345, 34.013
-175.634, -212.406, 14.389, 34.046
-175.443, -212.847, 14.433, 34.079
-175.250, -213.289, 14.478, 34.112
-175.055, -213.731, 14.525, 34.145
-174.858, -214.175, 14.572, 34.178
-174.658, -214.619, 14.620, 34.211
-174.457, -215.064, 14.668, 34.244
-174.253, -215.510, 14.717, 34.277
-174.048, -215.956, 14.767, 34.310
-173.840, -216.404, 14.816, 34.343
-173.631, -216.853, 14.866, 34.376
-173.420, -217.302, 14.917, 34.409
-173.207, -217.753, 14.967, 34.442
-172.992, -218.205, 15.018, 34.475
-172.775, -218.658, 15.068, 34.508
-172.557, -219.111, 15.119, 34.541
-172.336, -219.566, 15.170, 34.574
-172.114, -220.021, 15.221, 34.607
-171.889, -220.478, 15.271, 34.640
-171.663, -220.935, 15.323, 34.673
-171.434, -221.393, 15.374, 34.706
-171.203, -221.852, 15.425, 34.739
-170.970, -222.311, 15.476, 34.772
-170.734, -222.772, 15.527, 34.805
-170.496, -223.233, 15.579, 34.838
-170.256, -223.695, 15.631, 34.871
-170.014, -224.157, 15.683, 34.904
-169.769, -224.621, 15.735, 34.937
-169.522, -225.085, 15.788, 34.970
-169.273, -225.550, 15.840, 35.003
-169.021, -226.015, 15.893, 35.036
-168.767, -226.482, 15.947, 35.069
-168.511, -226.949, 16.000, 35.102
-168.253, -227.417, 16.054, 35.135
-167.992, -227.886, 16.108, 35.168
-167.730, -228.356, 16.162, 35.201
-167.465, -228.827, 16.216, 35.234
-167.198, -229.298, 16.271, 35.267
-166.929, -229.771, 16.325, 35.300
-166.658, -230.244, 16.380, 35.333
-166.385, -230.719, 16.435, 35.366
-166.110, -231.194, 16.490, 35.399
-165.833, -231.671, 16.545, 35.432
-165.554, -232.148, 16.600, 35.465
-165.274, -232.626, 16.656, 35.498
-164.991, -233.106, 16.711, 35.531
-164.707, -233.586, 16.767, 35.564
-164.420, -234.068, 16.823, 35.597
-164.132, -234.551, 16.879, 35.630
-163.843, -235.035, 16.936, 35.663
-163.551, -235.520, 16.992, 35.696
-163.258, -236.006, 17.049, 35.729
-162.963, -236.494, 17.106, 35.762
-162.666, -236.982, 17.163, 35.795
-162.368, -237.472, 17.220, 35.828
-162.068, -237.964, 17.278, 35.861
-161.767, -238.456, 17.335, 35.894
-161.464, -238.950, 17.393, 35.927
-161.160, -239.445, 17.451, 35.960
-160.854, -239.941, 17.510, 35.993
-160.546, -240.439, 17.568, 36.026
-160.237, -240.938, 17.627, 36.059
-159.926, -241.439, 17.686, 36.092
-159.615, -241.941, 17.745, 36.125
-159.301, -242.444, 17.804, 36.158
-158.986, -242.949, 17.864, 36.191
-158.670, -243.456, 17.923, 36.224
-158.353, -243.964, 17.983, 36.257
-158.034, -244.473, 18.044, 36.290
-157.713, -244.984, 18.104, 36.323
-157.392, -245.496, 18.164, 36.356
-157.069, -246.010, 18.225, 36.389
-156.745, -246.526, 18.286, 36.422
-156.419, -247.043, 18.347, 36.455
-156.093, -247.562, 18.409, 36.488
-155.765, -248.083, 18.470, 36.521
-155.436, -248.605, 18.532, 36.554
-155.106, -249.129, 18.594, 36.587
-154.775, -249.655, 18.656, 36.620
-154.443, -250.183, 18.719, 36.653
-154.110, -250.713, 18.781, 36.686
-153.776, -251.244, 18.844, 36.719
-153.441, -251.777, 18.907, 36.752
-153.106, -252.313, 18.970, 36.785
-152.769, -252.850, 19.034, 36.818
-152.432, -253.390, 19.096, 36.851
-152.095, -253.931, 19.153, 36.884
-151.757, -254.474, 19.197, 36.917
-151.419, -255.018, 19.221, 36.950
-151.082, -255.562, 19.225, 36.983
-150.746, -256.107, 19.209, 37.016
-150.412, -256.652, 19.177, 37.049
-150.079, -257.195, 19.134, 37.082
-149.748, -257.738, 19.084, 37.115
-149.419, -258.280, 19.028, 37.148
-149.092, -258.821, 18.971, 37.181
-148.768, -259.362, 18.914, 37.214
-148.446, -259.901, 18.860, 37.247
-148.126, -260.441, 18.808, 37.280
-147.809, -260.980, 18.761, 37.313
-147.495, -261.519, 18.719, 37.346
-147.183, -262.058, 18.682, 37.379
-146.874, -262.597, 18.649, 37.412
-146.568, -263.137, 18.620, 37.445
-146.265, -263.678, 18.594, 37.478
-145.966, -264.221, 18.573, 37.511
-145.670, -264.764, 18.558, 37.544
-145.379, -265.310, 18.549, 37.577
-145.092, -265.857, 18.547, 37.610
-144.809, -266.407, 18.549, 37.643
-144.530, -266.959, 18.557, 37.676
-144.256, -267.514, 18.569, 37.709
-143.987, -268.072, 18.584, 37.742
-143.723, -268.633, 18.604, 37.775
-143.464, -269.197, 18.627, 37.808
-143.210, -269.765, 18.654, 37.841
-142.961, -270.335, 18.683, 37.874
-142.717, -270.909, 18.715, 37.907
-142.478, -271.487, 18.751, 37.940
-142.245, -272.068, 18.790, 37.973
-142.017, -272.652, 18.830, 38.006
-141.794, -273.240, 18.874, 38.039
-141.577, -273.832, 18.920, 38.072
-141.364, -274.427, 18.970, 38.105
-141.155, -275.025, 19.021, 38.138
-140.952, -275.627, 19.071, 38.171
-140.753, -276.232, 19.117, 38.204
-140.559, -276.840, 19.154, 38.237
-140.370, -277.451, 19.181, 38.270
-140.184, -278.063, 19.196, 38.303
-140.004, -278.676, 19.197, 38.336
-139.827, -279.290, 19.187, 38.369
-139.654, -279.905, 19.164, 38.402
-139.486, -280.520, 19.131, 38.435
-139.321, -281.134, 19.090, 38.468
-139.160, -281.748, 19.044, 38.501
-139.003, -282.361, 18.993, 38.534
-138.849, -282.973, 18.941, 38.567
-138.699, -283.584, 18.888, 38.600
-138.551, -284.194, 18.836, 38.633
-138.407, -284.804, 18.786, 38.666
-138.265, -285.412, 18.739, 38.699
-138.127, -286.020, 18.695, 38.732
-137.991, -286.627, 18.654, 38.765
-137.858, -287.233, 18.617, 38.798
-137.728, -287.839, 18.583, 38.831
-137.600, -288.444, 18.551, 38.864
-137.475, -289.048, 18.522, 38.897
-137.352, -289.653, 18.494, 38.930
-137.232, -290.257, 18.467, 38.963
-137.114, -290.860, 18.441, 38.996
-136.999, -291.463, 18.416, 39.029
-136.886, -292.066, 18.390, 39.062
-136.777, -292.668, 18.364, 39.095
-136.669, -293.270, 18.338, 39.128
-136.565, -293.872, 18.311, 39.161
-136.463, -294.473, 18.283, 39.194
-136.364, -295.073, 18.255, 39.227
-136.268, -295.673, 18.226, 39.260
-136.175, -296.273, 18.196, 39.293
-136.084, -296.872, 18.166, 39.326
-135.997, -297.470, 18.136, 39.359
-135.912, -298.068, 18.106, 39.392
-135.831, -298.665, 18.075, 39.425
-135.752, -299.262, 18.044, 39.458
-135.677, -299.857, 18.014, 39.491
-135.605, -300.453, 17.984, 39.524
-135.535, -301.047, 17.954, 39.557
-135.469, -301.641, 17.924, 39.590
-135.406, -302.234, 17.894, 39.623
-135.346, -302.827, 17.864, 39.656
-135.289, -303.419, 17.835, 39.689
-135.235, -304.010, 17.806, 39.722
-135.184, -304.601, 17.777, 39.755
-135.136, -305.190, 17.748, 39.788
-135.092, -305.780, 17.719, 39.821
-135.050, -306.368, 17.690, 39.854
-135.011, -306.956, 17.662, 39.887
-134.975, -307.542, 17.633, 39.920
-134.942, -308.128, 17.605, 39.953
-134.912, -308.714, 17.576, 39.986
-134.885, -309.298, 17.548, 40.019
-134.861, -309.882, 17.520, 40.052
-134.840, -310.465, 17.491, 40.085
-134.821, -311.047, 17.463, 40.118
-134.805, -311.628, 17.434, 40.151
-134.792, -312.208, 17.406, 40.184
-134.782, -312.787, 17.378, 40.217
-134.774, -313.366, 17.349, 40.250
-134.769, -313.943, 17.321, 40.283
-134.768, -314.520, 17.292, 40.316
-134.768, -315.095, 17.264, 40.349
-134.772, -315.670, 17.236, 40.382
-134.778, -316.244, 17.208, 40.415
-134.788, -316.816, 17.180, 40.448
-134.800, -317.388, 17.152, 40.481
-134.815, -317.959, 17.124, 40.514
-134.833, -318.529, 17.096, 40.547
-134.853, -319.097, 17.069, 40.580
-134.876, -319.665, 17.041, 40.613
-134.902, -320.232, 17.013, 40.646
-134.931, -320.797, 16.986, 40.679
-134.963, -321.362, 16.958, 40.712
-134.998, -321.925, 16.931, 40.745
-135.036, -322.487, 16.903, 40.778
-135.077, -323.049, 16.876, 40.811
-135.120, -323.609, 16.848, 40.844
-135.167, -324.167, 16.821, 40.877
-135.216, -324.725, 16.794, 40.910
-135.268, -325.282, 16.767, 40.943
-135.323, -325.837, 16.740, 40.976
-135.382, -326.391, 16.712, 41.009
-135.443, -326.944, 16.685, 41.042
-135.508, -327.496, 16.658, 41.075
-135.576, -328.046, 16.631, 41.108
-135.647, -328.595, 16.604, 41.141
-135.721, -329.143, 16.578, 41.174
-135.798, -329.689, 16.551, 41.207
-135.878, -330.234, 16.524, 41.240
-135.961, -330.778, 16.498, 41.273
-136.048, -331.320, 16.471, 41.306
-136.137, -331.861, 16.445, 41.339
-136.231, -332.400, 16.418, 41.372
-136.327, -332.938, 16.391, 41.405
-136.427, -333.475, 16.364, 41.438
-136.530, -334.009, 16.338, 41.471
-136.637, -334.543, 16.312, 41.504
-136.747, -335.074, 16.286, 41.537
-136.860, -335.604, 16.259, 41.570
-136.977, -336.133, 16.233, 41.603
-137.097, -336.660, 16.207, 41.636
-137.221, -337.185, 16.181, 41.669
-137.348, -337.708, 16.155, 41.702
-137.478, -338.230, 16.129, 41.735
-137.612, -338.749, 16.103, 41.768
-137.750, -339.267, 16.076, 41.801
-137.892, -339.783, 16.050, 41.834
-138.037, -340.297, 16.024, 41.867
-138.186, -340.809, 15.999, 41.900
-138.339, -341.319, 15.973, 41.933
-138.495, -341.827, 15.947, 41.966
-138.656, -342.333, 15.921, 41.999
-138.820, -342.837, 15.896, 42.032
-138.988, -343.338, 15.870, 42.065
-139.160, -343.838, 15.845, 42.098
-139.336, -344.335, 15.820, 42.131
-139.515, -344.830, 15.795, 42.164
-139.699, -345.322, 15.769, 42.197
-139.887, -345.812, 15.744, 42.230
-140.078, -346.300, 15.718, 42.263
-140.273, -346.785, 15.693, 42.296
-140.473, -347.268, 15.668, 42.329
-140.676, -347.748, 15.643, 42.362
-140.884, -348.225, 15.617, 42.395
-141.095, -348.700, 15.593, 42.428
-141.311, -349.171, 15.567, 42.461
-141.531, -349.640, 15.542, 42.494
-141.755, -350.106, 15.517, 42.527
-141.983, -350.569, 15.492, 42.560
-142.216, -351.029, 15.466, 42.593
-142.453, -351.486, 15.443, 42.626
-142.694, -351.940, 15.427, 42.659
-142.941, -352.391, 15.420, 42.692
-143.192, -352.839, 15.421, 42.725
-143.447, -353.285, 15.431, 42.758
-143.706, -353.730, 15.449, 42.791
-143.970, -354.173, 15.473, 42.824
-144.237, -354.615, 15.503, 42.857
-144.508, -355.057, 15.540, 42.890
-144.781, -355.498, 15.581, 42.923
-145.058, -355.940, 15.628, 42.956
-145.336, -356.382, 15.679, 42.989
-145.617, -356.824, 15.733, 43.022
-145.900, -357.269, 15.791, 43.055
-146.183, -357.714, 15.852, 43.088
-146.468, -358.162, 15.915, 43.121
-146.753, -358.612, 15.980, 43.154
-147.039, -359.064, 16.048, 43.187
-147.325, -359.518, 16.116, 43.220
-147.611, -359.976, 16.186, 43.253
-147.896, -360.436, 16.258, 43.286
-148.182, -360.899, 16.331, 43.319
-148.467, -361.365, 16.404, 43.352
-148.752, -361.835, 16.479, 43.385
-149.036, -362.307, 16.556, 43.418
-149.320, -362.783, 16.633, 43.451
-149.604, -363.261, 16.711, 43.484
-149.887, -363.743, 16.791, 43.517
-150.171, -364.229, 16.871, 43.550
-150.454, -364.717, 16.952, 43.583
-150.738, -365.208, 17.034, 43.616
-151.022, -365.702, 17.117, 43.649
-151.306, -366.200, 17.200, 43.682
-151.590, -366.700, 17.283, 43.715
-151.876, -367.203, 17.365, 43.748
-152.162, -367.708, 17.445, 43.781
-152.449, -368.217, 17.521, 43.814
-152.737, -368.727, 17.594, 43.847
-153.026, -369.239, 17.663, 43.880
-153.316, -369.753, 17.729, 43.913
-153.607, -370.269, 17.791, 43.946
-153.899, -370.787, 17.850, 43.979
-154.193, -371.306, 17.907, 44.012
-154.488, -371.827, 17.962, 44.045
-154.784, -372.348, 18.015, 44.078
-155.081, -372.872, 18.069, 44.111
-155.380, -373.396, 18.121, 44.144
-155.680, -373.922, 18.175, 44.177
-155.981, -374.449, 18.228, 44.210
-156.284, -374.977, 18.283, 44.243
-156.588, -375.507, 18.339, 44.276
-156.893, -376.038, 18.396, 44.309
-157.200, -376.571, 18.454, 44.342
-157.507, -377.105, 18.513, 44.375
-157.816, -377.641, 18.574, 44.408
-158.127, -378.179, 18.635, 44.441
-158.438, -378.718, 18.697, 44.474
-158.750, -379.259, 18.760, 44.507
-159.064, -379.802, 18.823, 44.540
-159.378, -380.347, 18.887, 44.573
-159.693, -380.894, 18.951, 44.606
-160.009, -381.443, 19.015, 44.639
-160.326, -381.994, 19.079, 44.672
-160.643, -382.547, 19.143, 44.705
-160.961, -383.102, 19.208, 44.738
-161.280, -383.659, 19.272, 44.771
-161.599, -384.219, 19.337, 44.804
-161.918, -384.781, 19.401, 44.837
-162.238, -385.345, 19.465, 44.870
-162.558, -385.911, 19.530, 44.903
-162.879, -386.479, 19.594, 44.936
-163.199, -387.050, 19.659, 44.969
-163.520, -387.623, 19.724, 45.002
-163.842, -388.199, 19.789, 45.035
-164.163, -388.777, 19.854, 45.068
-164.484, -389.357, 19.920, 45.101
-164.806, -389.940, 19.986, 45.134
-165.128, -390.526, 20.052, 45.167
-165.449, -391.113, 20.118, 45.200
-165.771, -391.703, 20.185, 45.233
-166.093, -392.296, 20.252, 45.266
-166.415, -392.891, 20.319, 45.299
-166.738, -393.489, 20.386, 45.332
-167.060, -394.089, 20.454, 45.365
-167.382, -394.692, 20.522, 45.398
-167.704, -395.298, 20.590, 45.431
-168.026, -395.906, 20.658, 45.464
-168.348, -396.516, 20.727, 45.497
-168.670, -397.130, 20.796, 45.530
-168.992, -397.746, 20.865, 45.563
-169.314, -398.364, 20.934, 45.596
-169.636, -398.985, 21.004, 45.629
-169.957, -399.609, 21.074, 45.662
-170.278, -400.236, 21.143, 45.695
-170.599, -400.866, 21.214, 45.728
-170.920, -401.498, 21.282, 45.761
-171.240, -402.132, 21.342, 45.794
-171.560, -402.769, 21.383, 45.827
-171.878, -403.407, 21.399, 45.860
-172.195, -404.045, 21.390, 45.893
-172.509, -404.684, 21.359, 45.926
-172.822, -405.321, 21.311, 45.959
-173.132, -405.958, 21.250, 45.992
-173.439, -406.593, 21.180, 46.025
-173.744, -407.227, 21.106, 46.058
-174.046, -407.859, 21.029, 46.091
-174.345, -408.490, 20.954, 46.124
-174.641, -409.119, 20.881, 46.157
-174.935, -409.748, 20.813, 46.190
-175.226, -410.375, 20.750, 46.223
-175.515, -411.002, 20.694, 46.256
-175.801, -411.628, 20.644, 46.289
-176.085, -412.253, 20.600, 46.322
-176.366, -412.878, 20.562, 46.355
-176.645, -413.504, 20.528, 46.388
-176.921, -414.129, 20.498, 46.421
-177.196, -414.754, 20.471, 46.454
-177.468, -415.379, 20.446, 46.487
-177.738, -416.004, 20.422, 46.520
-178.006, -416.629, 20.398, 46.553
-178.271, -417.255, 20.373, 46.586
-178.534, -417.880, 20.347, 46.619
-178.795, -418.505, 20.320, 46.652
-179.054, -419.131, 20.292, 46.685
-179.310, -419.756, 20.262, 46.718
-179.564, -420.381, 20.231, 46.751
-179.816, -421.005, 20.198, 46.784
-180.066, -421.630, 20.164, 46.817
-180.313, -422.254, 20.130, 46.850
-180.558, -422.877, 20.095, 46.883
-180.800, -423.501, 20.059, 46.916
-181.040, -424.124, 20.023, 46.949
-181.278, -424.746, 19.988, 46.982
-181.514, -425.369, 19.952, 47.015
-181.747, -425.990, 19.917, 47.048
-181.977, -426.612, 19.882, 47.081
-182.206, -427.233, 19.847, 47.114
-182.432, -427.854, 19.813, 47.147
-182.655, -428.475, 19.779, 47.180
-182.875, -429.095, 19.746, 47.213
-183.093, -429.715, 19.712, 47.246
-183.308, -430.335, 19.681, 47.279
-183.519, -430.955, 19.656, 47.312
-183.727, -431.576, 19.638, 47.345
-183.931, -432.198, 19.626, 47.378
-184.132, -432.820, 19.621, 47.411
-184.329, -433.444, 19.621, 47.444
-184.522, -434.069, 19.626, 47.477
-184.711, -434.696, 19.636, 47.510
-184.896, -435.324, 19.650, 47.543
-185.077, -435.954, 19.669, 47.576
-185.255, -436.586, 19.691, 47.609
-185.428, -437.220, 19.717, 47.642
-185.598, -437.856, 19.747, 47.675
-185.764, -438.494, 19.780, 47.708
-185.927, -439.134, 19.816, 47.741
-186.086, -439.776, 19.856, 47.774
-186.242, -440.421, 19.899, 47.807
-186.396, -441.067, 19.945, 47.840
-186.546, -441.716, 19.993, 47.873
-186.695, -442.368, 20.044, 47.906
-186.841, -443.021, 20.097, 47.939
-186.986, -443.677, 20.152, 47.972
-187.130, -444.335, 20.210, 48.005
-187.272, -444.995, 20.269, 48.038
-187.413, -445.658, 20.329, 48.071
-187.554, -446.322, 20.391, 48.104
-187.694, -446.989, 20.454, 48.137
-187.834, -447.658, 20.518, 48.170
-187.974, -448.330, 20.584, 48.203
-188.114, -449.003, 20.649, 48.236
